nflId,compPercent,height,weight,birthDate,collegeName,position,displayName,heightInches,numberOfPlaysAsClosestDefender,ageYears,avg_speed,avg_accel,max_speed,max_accel,ACC,Big12,BigTen,other_conf,Pac12,SEC,isPowerFive,Cornerbacks,Linebackers,Safeties,perfomanceBin
2532800,0.8,74,241,9/4/1989,Florida State,OLB,Nigel Bradham,74,75,28.34520548,5.787539695,3.831119287,20.08681,15.75035,1,0,0,0,0,0,1,0,1,0,Terrible
2560789,0.803571429,74,230,7/27/1995,South Carolina State,LB,Darius Leonard,74,113,22.44931507,6.36108409,4.176014543,19.370885,15.607165,0,0,0,1,0,0,0,0,1,0,Terrible
2533008,0.804123711,74,248,1/11/1989,Arkansas State,ILB,Demario Davis,74,97,28.99178082,5.861394941,3.997193902,19.80044,21.84594,0,0,0,1,0,0,0,0,1,0,Terrible
2560908,0.808510638,76,256,2/8/1996,Boise State,LB,Leighton Vander Esch,76,94,21.91232877,6.186489288,4.098713257,20.08681,18.24586,0,0,0,1,0,0,0,0,1,0,Terrible
2539311,0.810344828,75,255,10/20/1989,Southern Mississippi,OLB,Jamie Collins,75,58,28.21917808,5.85218201,4.110094213,23.19597,28.575635,0,0,0,1,0,0,0,0,1,0,Terrible
2532828,0.814814815,73,233,1/23/1990,Nebraska,OLB,Lavonte David,73,81,27.95890411,5.708874778,3.924342596,17.95949,23.07324,0,0,1,0,0,0,1,0,1,0,Terrible
2555255,0.818181818,75,232,7/1/1993,Minnesota,OLB,De'Vondre Campbell,75,55,24.52054795,6.414015618,4.211924582,18.798145,23.830075,0,0,1,0,0,0,1,0,1,0,Terrible
2558009,0.827160494,70,195,1/10/1996,Washington,FS,Budda Baker,70,84,21.99178082,6.450244412,4.283690181,20.475455,18.102675,0,0,0,0,1,0,1,0,0,1,Terrible
2543592,0.829787234,72,235,6/10/1992,Iowa,MLB,Anthony Hitchens,72,48,25.57808219,5.899497603,3.905503353,18.634505,24.17781,0,0,1,0,0,0,1,0,1,0,Terrible
2552447,0.839285714,72,230,4/21/1994,Washington,OLB,Shaq Thompson,72,56,23.71506849,6.594625046,4.313979987,19.248155,18.04131,0,0,0,0,1,0,1,0,1,0,Terrible
2533049,0.875,76,258,7/21/1990,Illinois,OLB,Whitney Mercilus,76,48,27.46849315,5.537008716,3.995030508,18.20495,23.011875,0,0,1,0,0,0,1,0,1,0,Terrible
